frame_id,event_id,event_type,milestone,motion_phase,model_raw_label,raw_label_conflict,is_peak_frame,is_contact_frame,event_start_frame,event_end_frame,peak_frame,contact_frame,bounce_frame,shot_direction,motion_energy,raw_swing_type,wrist_speed,racket_speed,ball_racket_distance,contact_score,event_contact_confidence,racket_lag_at_contact,two_hand_distance
163,,No Event,NO_EVENT,ready,Backhand,False,False,False,,,,,,,10.198,Backhand,15.2315,2.1213,,0.0,,,103.8171
164,,No Event,NO_EVENT,ready,Backhand,False,False,False,,,,,,,11.0,Backhand,11.0,11.5434,,0.0,,,102.9563
165,,No Event,NO_EVENT,ready,Backhand,False,False,False,,,,,,,11.0,Backhand,9.0,13.8293,,0.0,,,103.8171
166,,No Event,NO_EVENT,ready,Backhand,False,False,False,,,,,,,10.372,Backhand,6.3246,0.0,,0.0,,,106.6771
167,,No Event,NO_EVENT,ready,Backhand,False,False,False,,,,,,,6.3246,Backhand,5.099,0.0,,0.0,,,106.5692
168,,No Event,NO_EVENT,ready,Backhand,False,False,False,,,,,,,5.099,Backhand,3.1623,0.0,,0.0,,,107.7868
169,,No Event,NO_EVENT,ready,Backhand,False,False,False,,,,,,,4.1231,Backhand,4.1231,0.0,,0.0,,,110.3177
170,,No Event,NO_EVENT,ready,Backhand,False,False,False,,,,,,,4.1231,Backhand,5.831,0.0,,0.0,,,112.5877
171,,No Event,NO_EVENT,ready,Backhand,False,False,False,,,,,,,4.1231,Backhand,2.2361,0.0,,0.0,,,111.0856
172,,No Event,NO_EVENT,ready,Backhand,False,False,False,,,,,,,2.2361,Backhand,2.2361,0.0,,0.0,,,108.6692
173,,No Event,NO_EVENT,ready,Backhand,False,False,False,,,,,,,2.2361,Backhand,3.0,0.0,,0.0,,,104.1201
174,,No Event,NO_EVENT,ready,Forehand,False,False,False,,,,,,,3.0,Forehand,5.831,0.0,,0.0,,,101.1929
175,,No Event,NO_EVENT,ready,Forehand,False,False,False,,,,,,,5.831,Forehand,7.2801,0.0,,0.0,,,98.0306
176,,No Event,NO_EVENT,ready,Forehand,False,False,False,,,,,,,7.2801,Forehand,11.4018,0.0,,0.0,,,95.2733
177,,No Event,NO_EVENT,ready,Forehand,False,False,False,,,,,,,11.4018,Forehand,12.2066,0.0,,0.0,,,95.5196
178,,No Event,NO_EVENT,ready,Forehand,False,False,False,,,,,,,12.2066,Forehand,14.4222,0.0,,0.0,,,97.4064
179,,No Event,NO_EVENT,ready,Forehand,False,False,False,,,,,,,14.4222,Forehand,14.8661,0.0,,0.0,,,92.8493
180,,No Event,NO_EVENT,ready,Forehand,False,False,False,,,,,,,14.8661,Forehand,15.2643,0.0,,0.0,,,82.4621
181,,No Event,NO_EVENT,ready,Forehand,False,False,False,,,,,,,15.2643,Forehand,16.7631,0.0,,0.0,,,70.6612
182,,No Event,NO_EVENT,ready,Forehand,False,False,False,,,,,,,15.2643,Forehand,13.6015,0.0,,0.0,,,57.8014
183,,No Event,NO_EVENT,ready,Forehand,False,False,False,,,,,,,16.7631,Forehand,28.6531,0.0,,0.0,,,44.2832
184,,No Event,NO_EVENT,ready,Forehand,False,False,False,,,,,,,13.6015,Forehand,12.0416,16.9706,,0.0,,,38.3275
185,,No Event,NO_EVENT,ready,Forehand,False,False,False,,,,,,,13.4164,Forehand,13.4164,0.0,,0.0,,,32.249
186,,No Event,NO_EVENT,ready,Forehand,False,False,False,,,,,,,12.7279,Forehand,9.8489,0.0,,0.0,,,27.1662
187,3,Forehand,IN_EVENT,follow_through,Forehand,False,False,False,187,239,208,208,,screen_straight,11.4018,Forehand,11.4018,0.0,988.958,0.0,0.4805,157.9953,29.1204
188,3,Forehand,IN_EVENT,follow_through,Forehand,False,False,False,187,239,208,208,,screen_straight,11.4018,Forehand,15.2315,10.5119,921.8525,0.0,0.4805,157.9953,39.9249
189,3,Forehand,IN_EVENT,follow_through,Forehand,False,False,False,187,239,208,208,,screen_straight,15.2315,Forehand,40.025,0.0,,0.0,0.4805,157.9953,77.6209
190,3,Forehand,IN_EVENT,follow_through,Forehand,False,False,False,187,239,208,208,,screen_straight,15.2315,Forehand,11.0454,0.0,,0.0,0.4805,157.9953,96.7988
191,3,Forehand,IN_EVENT,follow_through,Forehand,False,False,False,187,239,208,208,,screen_straight,11.0454,Forehand,0.0,0.0,835.1607,0.0,0.4805,157.9953,103.8171
192,3,Forehand,IN_EVENT,follow_through,Forehand,False,False,False,187,239,208,208,,screen_straight,10.5067,Forehand,0.0,14.0089,819.9701,0.0,0.4805,157.9953,107.5639
193,3,Forehand,IN_EVENT,follow_through,Forehand,False,False,False,187,239,208,208,,screen_straight,10.5067,Forehand,37.8021,13.9284,805.9089,0.0,0.4805,157.9953,100.6032
194,3,Forehand,IN_EVENT,backswing,Forehand,False,False,False,187,239,208,208,,screen_straight,23.8537,Forehand,23.8537,5.7009,801.7413,0.0,0.4805,157.9953,108.2682
195,3,Forehand,IN_EVENT,backswing,Forehand,False,False,False,187,239,208,208,,screen_straight,23.8537,Forehand,4.2426,20.4267,807.3165,0.0,0.4805,157.9953,109.11
196,3,Forehand,IN_EVENT,backswing,Forehand,False,False,False,187,239,208,208,,screen_straight,23.8537,Forehand,40.4599,201.01,940.2264,0.0,0.4805,157.9953,136.0147
197,3,Forehand,IN_EVENT,follow_through,Forehand,False,False,False,187,239,208,208,,screen_straight,15.32,Forehand,8.544,0.0,,0.0,0.4805,157.9953,139.517
198,3,Forehand,IN_EVENT,backswing,Forehand,False,False,False,187,239,208,208,,screen_straight,24.0832,Forehand,24.0832,0.0,,0.0,0.4805,157.9953,176.8191
199,3,Forehand,IN_EVENT,ready,Forehand,False,False,False,187,239,208,208,,screen_straight,8.544,Forehand,5.3852,0.0,,0.0,0.4805,157.9953,204.8341
200,3,Forehand,IN_EVENT,ready,Forehand,False,False,False,187,239,208,208,,screen_straight,5.3852,Forehand,3.1623,0.0,,0.0,0.4805,157.9953,228.5279
201,3,Forehand,IN_EVENT,ready,Forehand,False,False,False,187,239,208,208,,screen_straight,5.3852,Forehand,16.2788,0.0,,0.0,0.4805,157.9953,269.3585
202,3,Forehand,IN_EVENT,follow_through,Forehand,False,False,False,187,239,208,208,,screen_straight,13.4536,Forehand,13.4536,0.0,,0.0,0.4805,157.9953,307.0261
203,3,Forehand,IN_EVENT,follow_through,Forehand,False,False,False,187,239,208,208,,screen_straight,16.2788,Forehand,40.6079,0.0,,0.0,0.4805,157.9953,293.2337
204,3,Forehand,IN_EVENT,forward_swing,Forehand,False,False,False,187,239,208,208,,screen_straight,40.05,Forehand,40.05,0.0,,0.0,0.4805,157.9953,282.0284
205,3,Forehand,IN_EVENT,forward_swing,Forehand,False,False,False,187,239,208,208,,screen_straight,40.6079,Forehand,40.6079,0.0,,0.0,0.4805,157.9953,271.249
206,3,Forehand,IN_EVENT,forward_swing,Forehand,False,False,False,187,239,208,208,,screen_straight,40.1622,Forehand,40.1622,0.0,,0.0,0.4805,157.9953,263.8655
207,3,Forehand,IN_EVENT,forward_swing,Forehand,False,False,False,187,239,208,208,,screen_straight,40.1622,Forehand,40.1622,0.0,,0.0,0.4805,157.9953,256.4625
208,3,Forehand,PEAK,contact_candidate,Forehand,False,True,True,187,239,208,208,,screen_straight,40.1622,Forehand,16.1245,19.5576,93.5041,0.4805,0.4805,157.9953,233.5209
209,3,Forehand,IN_EVENT,forward_swing,Forehand,False,False,False,187,239,208,208,,screen_straight,40.1622,Forehand,29.5466,304.0674,497.6394,0.0,0.4805,157.9953,197.2232
210,3,Forehand,IN_EVENT,forward_swing,Backhand,True,False,False,187,239,208,208,,screen_straight,40.3113,Backhand,40.3113,0.0,,0.0,0.4805,157.9953,158.1455
211,3,Forehand,IN_EVENT,forward_swing,Backhand,True,False,False,187,239,208,208,,screen_straight,41.0488,Backhand,41.0488,0.0,,0.0,0.4805,157.9953,127.4049
212,3,Forehand,IN_EVENT,forward_swing,Backhand,True,False,False,187,239,208,208,,screen_straight,40.3113,Backhand,40.2244,0.0,,0.0,0.4805,157.9953,110.2769
213,3,Forehand,IN_EVENT,forward_swing,Backhand,True,False,False,187,239,208,208,,screen_straight,40.2244,Backhand,40.2244,0.0,,0.0,0.4805,157.9953,107.6894
214,3,Forehand,IN_EVENT,forward_swing,Backhand,True,False,False,187,239,208,208,,screen_straight,40.2244,Backhand,40.6079,0.0,,0.0,0.4805,157.9953,113.1106
215,3,Forehand,IN_EVENT,forward_swing,Backhand,True,False,False,187,239,208,208,,screen_straight,40.2244,Backhand,32.0156,0.0,,0.0,0.4805,157.9953,129.6341
216,3,Forehand,IN_EVENT,backswing,Backhand,True,False,False,187,239,208,208,,screen_straight,32.0156,Backhand,19.105,0.0,,0.0,0.4805,157.9953,138.7516
217,3,Forehand,IN_EVENT,backswing,Backhand,True,False,False,187,239,208,208,,screen_straight,19.105,Backhand,9.8995,0.0,,0.0,0.4805,157.9953,140.5205
218,3,Forehand,IN_EVENT,ready,Backhand,True,False,False,187,239,208,208,,screen_straight,9.8995,Backhand,5.0,0.0,,0.0,0.4805,157.9953,135.3403
219,3,Forehand,IN_EVENT,ready,Backhand,True,False,False,187,239,208,208,,screen_straight,5.0,Backhand,1.0,0.0,,0.0,0.4805,157.9953,126.9055
220,3,Forehand,IN_EVENT,ready,Backhand,True,False,False,187,239,208,208,,screen_straight,5.0,Backhand,7.0711,0.0,,0.0,0.4805,157.9953,112.1472
221,3,Forehand,IN_EVENT,ready,Backhand,True,False,False,187,239,208,208,,screen_straight,7.0711,Backhand,10.2956,0.0,,0.0,0.4805,157.9953,98.0459
222,3,Forehand,IN_EVENT,ready,Backhand,True,False,False,187,239,208,208,,screen_straight,7.0711,Backhand,5.3852,0.0,,0.0,0.4805,157.9953,86.0
223,3,Forehand,IN_EVENT,follow_through,Backhand,True,False,False,187,239,208,208,,screen_straight,10.2956,Backhand,13.9284,0.0,,0.0,0.4805,157.9953,67.0671
224,3,Forehand,IN_EVENT,follow_through,Two-Handed Backhand,True,False,False,187,239,208,208,,screen_straight,12.1655,Two-Handed Backhand,12.1655,0.0,,0.0,0.4805,157.9953,50.0
225,3,Forehand,IN_EVENT,follow_through,Two-Handed Backhand,True,False,False,187,239,208,208,,screen_straight,13.9284,Two-Handed Backhand,16.7631,0.0,,0.0,0.4805,157.9953,33.0606
226,3,Forehand,IN_EVENT,follow_through,Two-Handed Backhand,True,False,False,187,239,208,208,,screen_straight,14.5602,Two-Handed Backhand,14.5602,0.0,,0.0,0.4805,157.9953,19.0263
227,3,Forehand,IN_EVENT,follow_through,Two-Handed Backhand,True,False,False,187,239,208,208,,screen_straight,16.7631,Two-Handed Backhand,20.6155,21.3776,,0.0,0.4805,157.9953,12.0416
228,3,Forehand,IN_EVENT,backswing,Two-Handed Backhand,True,False,False,187,239,208,208,,screen_straight,20.6155,Two-Handed Backhand,23.8537,26.8794,,0.0,0.4805,157.9953,21.8403
229,3,Forehand,IN_EVENT,backswing,Two-Handed Backhand,True,False,False,187,239,208,208,,screen_straight,23.8537,Two-Handed Backhand,24.0832,15.4029,,0.0,0.4805,157.9953,40.0
230,3,Forehand,IN_EVENT,backswing,Two-Handed Backhand,True,False,False,187,239,208,208,,screen_straight,23.8537,Two-Handed Backhand,21.095,14.0357,,0.0,0.4805,157.9953,58.8303
231,3,Forehand,IN_EVENT,backswing,Backhand,True,False,False,187,239,208,208,,screen_straight,21.095,Backhand,19.3132,22.0737,,0.0,0.4805,157.9953,76.0263
232,3,Forehand,IN_EVENT,backswing,Backhand,True,False,False,187,239,208,208,,screen_straight,19.7366,Backhand,13.6015,26.3154,,0.0,0.4805,157.9953,86.6487
233,3,Forehand,IN_EVENT,backswing,Backhand,True,False,False,187,239,208,208,,screen_straight,19.3132,Backhand,11.4018,25.4018,,0.0,0.4805,157.9953,95.3415
234,3,Forehand,IN_EVENT,backswing,Backhand,True,False,False,187,239,208,208,,screen_straight,19.0513,Backhand,8.9443,16.1555,,0.0,0.4805,157.9953,102.9563
235,3,Forehand,IN_EVENT,follow_through,Backhand,True,False,False,187,239,208,208,,screen_straight,12.1166,Backhand,5.6569,9.0139,,0.0,0.4805,157.9953,106.3814
236,3,Forehand,IN_EVENT,follow_through,Backhand,True,False,False,187,239,208,208,,screen_straight,12.1166,Backhand,40.4475,0.0,,0.0,0.4805,157.9953,101.3163
237,3,Forehand,IN_EVENT,backswing,Backhand,True,False,False,187,239,208,208,,screen_straight,25.9615,Backhand,25.9615,0.0,,0.0,0.4805,157.9953,104.3072
238,3,Forehand,IN_EVENT,backswing,Backhand,True,False,False,187,239,208,208,,screen_straight,25.9615,Backhand,15.2315,0.0,,0.0,0.4805,157.9953,105.0762
239,3,Forehand,IN_EVENT,follow_through,Backhand,True,False,False,187,239,208,208,,screen_straight,15.2315,Backhand,11.4018,0.0,,0.0,0.4805,157.9953,106.0189
240,,No Event,NO_EVENT,ready,Backhand,False,False,False,,,,,,,12.083,Backhand,12.083,0.0,,0.0,,,103.0194
241,,No Event,NO_EVENT,ready,Backhand,False,False,False,,,,,,,12.083,Backhand,13.0,0.0,,0.0,,,100.02
242,,No Event,NO_EVENT,ready,Backhand,False,False,False,,,,,,,12.083,Backhand,10.7703,0.0,,0.0,,,99.1817
243,,No Event,NO_EVENT,ready,Backhand,False,False,False,,,,,,,10.7703,Backhand,9.2195,0.0,,0.0,,,100.4988
244,,No Event,NO_EVENT,ready,Backhand,False,False,False,,,,,,,9.2195,Backhand,9.0554,0.0,,0.0,,,100.7174
245,,No Event,NO_EVENT,ready,Forehand,False,False,False,,,,,,,9.0554,Forehand,7.0,0.0,,0.0,,,100.7174
246,,No Event,NO_EVENT,ready,Forehand,False,False,False,,,,,,,7.0,Forehand,4.1231,0.0,,0.0,,,101.8332
247,,No Event,NO_EVENT,ready,Forehand,False,False,False,,,,,,,4.1231,Forehand,3.6056,0.0,,0.0,,,104.0865
248,,No Event,NO_EVENT,ready,Forehand,False,False,False,,,,,,,4.0,Forehand,4.0,0.0,,0.0,,,107.2007
249,,No Event,NO_EVENT,ready,Forehand,False,False,False,,,,,,,4.0,Forehand,5.099,0.0,,0.0,,,113.1371
